phrase,audio,threshold,averaged_threshold,min_scores,filters,detected,hit_time_s,score,avg_score,run_ms
alexa,hey_winstt,0.45,0.2,10,bandpass,false,,,,139
alexa,hey_winstt,0.45,0.2,10,gain_bandpass,false,,,,151
alexa,hey_winstt,0.5,0.15,4,none,true,2,0.53539,0.44350725,86
alexa,hey_winstt,0.5,0.15,4,gain,true,2,0.53539,0.44350725,82
alexa,hey_winstt,0.5,0.15,4,bandpass,false,,,,153
alexa,hey_winstt,0.5,0.15,4,gain_bandpass,false,,,,148
alexa,hey_winstt,0.5,0.15,6,none,true,2,0.53539,0.44350725,84
alexa,hey_winstt,0.5,0.15,6,gain,true,2,0.53539,0.44350725,81
alexa,hey_winstt,0.5,0.15,6,bandpass,false,,,,136
alexa,hey_winstt,0.5,0.15,6,gain_bandpass,false,,,,143
alexa,hey_winstt,0.5,0.15,10,none,true,2,0.53539,0.44350725,80
alexa,hey_winstt,0.5,0.15,10,gain,true,2,0.53539,0.44350725,77
alexa,hey_winstt,0.5,0.15,10,bandpass,false,,,,134
alexa,hey_winstt,0.5,0.15,10,gain_bandpass,false,,,,157
alexa,hey_winstt,0.5,0.2,4,none,true,2,0.53539,0.44350725,77
alexa,hey_winstt,0.5,0.2,4,gain,true,2,0.53539,0.44350725,77
alexa,hey_winstt,0.5,0.2,4,bandpass,false,,,,157
alexa,hey_winstt,0.5,0.2,4,gain_bandpass,false,,,,148
alexa,hey_winstt,0.5,0.2,6,none,true,2,0.53539,0.44350725,84
alexa,hey_winstt,0.5,0.2,6,gain,true,2,0.53539,0.44350725,81
alexa,hey_winstt,0.5,0.2,6,bandpass,false,,,,143
alexa,hey_winstt,0.5,0.2,6,gain_bandpass,false,,,,163
alexa,hey_winstt,0.5,0.2,10,none,true,2,0.53539,0.44350725,74
alexa,hey_winstt,0.5,0.2,10,gain,true,2,0.53539,0.44350725,84
alexa,hey_winstt,0.5,0.2,10,bandpass,false,,,,165
alexa,hey_winstt,0.5,0.2,10,gain_bandpass,false,,,,156
alexa,hey_winstt,0.6,0.15,4,none,true,2,0.53539,0.44350725,81
alexa,hey_winstt,0.6,0.15,4,gain,true,2,0.53539,0.44350725,72
alexa,hey_winstt,0.6,0.15,4,bandpass,false,,,,138
alexa,hey_winstt,0.6,0.15,4,gain_bandpass,false,,,,165
alexa,hey_winstt,0.6,0.15,6,none,true,2,0.53539,0.44350725,82
alexa,hey_winstt,0.6,0.15,6,gain,true,2,0.53539,0.44350725,76
alexa,hey_winstt,0.6,0.15,6,bandpass,false,,,,136
alexa,hey_winstt,0.6,0.15,6,gain_bandpass,false,,,,170
alexa,hey_winstt,0.6,0.15,10,none,true,2,0.53539,0.44350725,83
alexa,hey_winstt,0.6,0.15,10,gain,true,2,0.53539,0.44350725,82
alexa,hey_winstt,0.6,0.15,10,bandpass,false,,,,136
alexa,hey_winstt,0.6,0.15,10,gain_bandpass,false,,,,156
alexa,hey_winstt,0.6,0.2,4,none,true,2,0.53539,0.44350725,76
alexa,hey_winstt,0.6,0.2,4,gain,true,2,0.53539,0.44350725,80
alexa,hey_winstt,0.6,0.2,4,bandpass,false,,,,140
alexa,hey_winstt,0.6,0.2,4,gain_bandpass,false,,,,153
alexa,hey_winstt,0.6,0.2,6,none,true,2,0.53539,0.44350725,75
alexa,hey_winstt,0.6,0.2,6,gain,true,2,0.53539,0.44350725,79
alexa,hey_winstt,0.6,0.2,6,bandpass,false,,,,139
alexa,hey_winstt,0.6,0.2,6,gain_bandpass,false,,,,144
alexa,hey_winstt,0.6,0.2,10,none,true,2,0.53539,0.44350725,85
alexa,hey_winstt,0.6,0.2,10,gain,true,2,0.53539,0.44350725,74
alexa,hey_winstt,0.6,0.2,10,bandpass,false,,,,153
alexa,hey_winstt,0.6,0.2,10,gain_bandpass,false,,,,160
alexa,jarvis,0.35,0.15,4,none,true,2,0.5342834,0.54146934,73
alexa,jarvis,0.35,0.15,4,gain,true,2,0.53428346,0.54146934,78
alexa,jarvis,0.35,0.15,4,bandpass,false,,,,140
alexa,jarvis,0.35,0.15,4,gain_bandpass,false,,,,149
alexa,jarvis,0.35,0.15,6,none,true,2,0.5342834,0.54146934,82
alexa,jarvis,0.35,0.15,6,gain,true,2,0.53428346,0.54146934,79
alexa,jarvis,0.35,0.15,6,bandpass,false,,,,147
alexa,jarvis,0.35,0.15,6,gain_bandpass,false,,,,152
alexa,jarvis,0.35,0.15,10,none,true,2,0.5342834,0.54146934,78
alexa,jarvis,0.35,0.15,10,gain,true,2,0.53428346,0.54146934,69
alexa,jarvis,0.35,0.15,10,bandpass,false,,,,154
alexa,jarvis,0.35,0.15,10,gain_bandpass,false,,,,160
alexa,jarvis,0.35,0.2,4,none,true,2,0.5342834,0.54146934,74
alexa,jarvis,0.35,0.2,4,gain,true,2,0.53428346,0.54146934,72
alexa,jarvis,0.35,0.2,4,bandpass,false,,,,140
alexa,jarvis,0.35,0.2,4,gain_bandpass,false,,,,142
alexa,jarvis,0.35,0.2,6,none,true,2,0.5342834,0.54146934,69
alexa,jarvis,0.35,0.2,6,gain,true,2,0.53428346,0.54146934,81
alexa,jarvis,0.35,0.2,6,bandpass,false,,,,140
alexa,jarvis,0.35,0.2,6,gain_bandpass,false,,,,142
alexa,jarvis,0.35,0.2,10,none,true,2,0.5342834,0.54146934,74
alexa,jarvis,0.35,0.2,10,gain,true,2,0.53428346,0.54146934,70
alexa,jarvis,0.35,0.2,10,bandpass,false,,,,156
alexa,jarvis,0.35,0.2,10,gain_bandpass,false,,,,146
alexa,jarvis,0.45,0.15,4,none,true,2,0.5342834,0.54146934,79
alexa,jarvis,0.45,0.15,4,gain,true,2,0.53428346,0.54146934,79
alexa,jarvis,0.45,0.15,4,bandpass,false,,,,154
alexa,jarvis,0.45,0.15,4,gain_bandpass,false,,,,136
alexa,jarvis,0.45,0.15,6,none,true,2,0.5342834,0.54146934,113
alexa,jarvis,0.45,0.15,6,gain,true,2,0.53428346,0.54146934,79
alexa,jarvis,0.45,0.15,6,bandpass,false,,,,142
alexa,jarvis,0.45,0.15,6,gain_bandpass,false,,,,146
alexa,jarvis,0.45,0.15,10,none,true,2,0.5342834,0.54146934,80
alexa,jarvis,0.45,0.15,10,gain,true,2,0.53428346,0.54146934,79
alexa,jarvis,0.45,0.15,10,bandpass,false,,,,152
alexa,jarvis,0.45,0.15,10,gain_bandpass,false,,,,167
alexa,jarvis,0.45,0.2,4,none,true,2,0.5342834,0.54146934,77
alexa,jarvis,0.45,0.2,4,gain,true,2,0.53428346,0.54146934,74
alexa,jarvis,0.45,0.2,4,bandpass,false,,,,148
alexa,jarvis,0.45,0.2,4,gain_bandpass,false,,,,145
alexa,jarvis,0.45,0.2,6,none,true,2,0.5342834,0.54146934,109
alexa,jarvis,0.45,0.2,6,gain,true,2,0.53428346,0.54146934,97
alexa,jarvis,0.45,0.2,6,bandpass,false,,,,160
alexa,jarvis,0.45,0.2,6,gain_bandpass,false,,,,159
alexa,jarvis,0.45,0.2,10,none,true,2,0.5342834,0.54146934,77
alexa,jarvis,0.45,0.2,10,gain,true,2,0.53428346,0.54146934,4544
alexa,jarvis,0.45,0.2,10,bandpass,false,,,,187
alexa,jarvis,0.45,0.2,10,gain_bandpass,false,,,,183
alexa,jarvis,0.5,0.15,4,none,true,2,0.5342834,0.54146934,104
alexa,jarvis,0.5,0.15,4,gain,true,2,0.53428346,0.54146934,107
alexa,jarvis,0.5,0.15,4,bandpass,false,,,,168
alexa,jarvis,0.5,0.15,4,gain_bandpass,false,,,,167
alexa,jarvis,0.5,0.15,6,none,true,2,0.5342834,0.54146934,105
alexa,jarvis,0.5,0.15,6,gain,true,2,0.53428346,0.54146934,102
alexa,jarvis,0.5,0.15,6,bandpass,false,,,,194
alexa,jarvis,0.5,0.15,6,gain_bandpass,false,,,,174
alexa,jarvis,0.5,0.15,10,none,true,2,0.5342834,0.54146934,106
alexa,jarvis,0.5,0.15,10,gain,true,2,0.53428346,0.54146934,109
alexa,jarvis,0.5,0.15,10,bandpass,false,,,,213
alexa,jarvis,0.5,0.15,10,gain_bandpass,false,,,,187
alexa,jarvis,0.5,0.2,4,none,true,2,0.5342834,0.54146934,122
alexa,jarvis,0.5,0.2,4,gain,true,2,0.53428346,0.54146934,102
alexa,jarvis,0.5,0.2,4,bandpass,false,,,,162
alexa,jarvis,0.5,0.2,4,gain_bandpass,false,,,,196
alexa,jarvis,0.5,0.2,6,none,true,2,0.5342834,0.54146934,149
alexa,jarvis,0.5,0.2,6,gain,true,2,0.53428346,0.54146934,115
alexa,jarvis,0.5,0.2,6,bandpass,false,,,,167
alexa,jarvis,0.5,0.2,6,gain_bandpass,false,,,,192
alexa,jarvis,0.5,0.2,10,none,true,2,0.5342834,0.54146934,98
alexa,jarvis,0.5,0.2,10,gain,true,2,0.53428346,0.54146934,116
alexa,jarvis,0.5,0.2,10,bandpass,false,,,,192
alexa,jarvis,0.5,0.2,10,gain_bandpass,false,,,,254
alexa,jarvis,0.6,0.15,4,none,true,2,0.5342834,0.54146934,132
alexa,jarvis,0.6,0.15,4,gain,true,2,0.53428346,0.54146934,131
alexa,jarvis,0.6,0.15,4,bandpass,false,,,,231
alexa,jarvis,0.6,0.15,4,gain_bandpass,false,,,,250
alexa,jarvis,0.6,0.15,6,none,true,2,0.5342834,0.54146934,111
alexa,jarvis,0.6,0.15,6,gain,true,2,0.53428346,0.54146934,102
alexa,jarvis,0.6,0.15,6,bandpass,false,,,,227
alexa,jarvis,0.6,0.15,6,gain_bandpass,false,,,,202
alexa,jarvis,0.6,0.15,10,none,true,2,0.5342834,0.54146934,111
alexa,jarvis,0.6,0.15,10,gain,true,2,0.53428346,0.54146934,89
alexa,jarvis,0.6,0.15,10,bandpass,false,,,,174
alexa,jarvis,0.6,0.15,10,gain_bandpass,false,,,,237
alexa,jarvis,0.6,0.2,4,none,true,2,0.5342834,0.54146934,105
alexa,jarvis,0.6,0.2,4,gain,true,2,0.53428346,0.54146934,87
alexa,jarvis,0.6,0.2,4,bandpass,false,,,,182
alexa,jarvis,0.6,0.2,4,gain_bandpass,false,,,,187
alexa,jarvis,0.6,0.2,6,none,true,2,0.5342834,0.54146934,110
alexa,jarvis,0.6,0.2,6,gain,true,2,0.53428346,0.54146934,93
alexa,jarvis,0.6,0.2,6,bandpass,false,,,,182
alexa,jarvis,0.6,0.2,6,gain_bandpass,false,,,,193
alexa,jarvis,0.6,0.2,10,none,true,2,0.5342834,0.54146934,99
alexa,jarvis,0.6,0.2,10,gain,true,2,0.53428346,0.54146934,91
alexa,jarvis,0.6,0.2,10,bandpass,false,,,,162
alexa,jarvis,0.6,0.2,10,gain_bandpass,false,,,,171
alexa,ok_google,0.35,0.15,4,none,false,,,,144
alexa,ok_google,0.35,0.15,4,gain,false,,,,154
alexa,ok_google,0.35,0.15,4,bandpass,false,,,,155
alexa,ok_google,0.35,0.15,4,gain_bandpass,false,,,,165
alexa,ok_google,0.35,0.15,6,none,false,,,,218
alexa,ok_google,0.35,0.15,6,gain,false,,,,143
alexa,ok_google,0.35,0.15,6,bandpass,false,,,,142
alexa,ok_google,0.35,0.15,6,gain_bandpass,false,,,,138
alexa,ok_google,0.35,0.15,10,none,false,,,,140
alexa,ok_google,0.35,0.15,10,gain,false,,,,139
alexa,ok_google,0.35,0.15,10,bandpass,false,,,,158
alexa,ok_google,0.35,0.15,10,gain_bandpass,false,,,,138
alexa,ok_google,0.35,0.2,4,none,false,,,,179
alexa,ok_google,0.35,0.2,4,gain,false,,,,171
alexa,ok_google,0.35,0.2,4,bandpass,false,,,,144
alexa,ok_google,0.35,0.2,4,gain_bandpass,false,,,,132
alexa,ok_google,0.35,0.2,6,none,false,,,,130
alexa,ok_google,0.35,0.2,6,gain,false,,,,141
alexa,ok_google,0.35,0.2,6,bandpass,false,,,,156
alexa,ok_google,0.35,0.2,6,gain_bandpass,false,,,,132
alexa,ok_google,0.35,0.2,10,none,false,,,,136
alexa,ok_google,0.35,0.2,10,gain,false,,,,136
alexa,ok_google,0.35,0.2,10,bandpass,false,,,,139
alexa,ok_google,0.35,0.2,10,gain_bandpass,false,,,,142
alexa,ok_google,0.45,0.15,4,none,false,,,,137
alexa,ok_google,0.45,0.15,4,gain,false,,,,130
alexa,ok_google,0.45,0.15,4,bandpass,false,,,,137
alexa,ok_google,0.45,0.15,4,gain_bandpass,false,,,,144
alexa,ok_google,0.45,0.15,6,none,false,,,,161
alexa,ok_google,0.45,0.15,6,gain,false,,,,129
alexa,ok_google,0.45,0.15,6,bandpass,false,,,,129
alexa,ok_google,0.45,0.15,6,gain_bandpass,false,,,,133
alexa,ok_google,0.45,0.15,10,none,false,,,,134
alexa,ok_google,0.45,0.15,10,gain,false,,,,133
alexa,ok_google,0.45,0.15,10,bandpass,false,,,,133
alexa,ok_google,0.45,0.15,10,gain_bandpass,false,,,,149
alexa,ok_google,0.45,0.2,4,none,false,,,,145
alexa,ok_google,0.45,0.2,4,gain,false,,,,161
alexa,ok_google,0.45,0.2,4,bandpass,false,,,,155
alexa,ok_google,0.45,0.2,4,gain_bandpass,false,,,,149
alexa,ok_google,0.45,0.2,6,none,false,,,,131
alexa,ok_google,0.45,0.2,6,gain,false,,,,137
alexa,ok_google,0.45,0.2,6,bandpass,false,,,,135
alexa,ok_google,0.45,0.2,6,gain_bandpass,false,,,,134
alexa,ok_google,0.45,0.2,10,none,false,,,,141
alexa,ok_google,0.45,0.2,10,gain,false,,,,129
alexa,ok_google,0.45,0.2,10,bandpass,false,,,,137
alexa,ok_google,0.45,0.2,10,gain_bandpass,false,,,,129
alexa,ok_google,0.5,0.15,4,none,false,,,,138
alexa,ok_google,0.5,0.15,4,gain,false,,,,156
alexa,ok_google,0.5,0.15,4,bandpass,false,,,,145
alexa,ok_google,0.5,0.15,4,gain_bandpass,false,,,,129
alexa,ok_google,0.5,0.15,6,none,false,,,,138
alexa,ok_google,0.5,0.15,6,gain,false,,,,134
alexa,ok_google,0.5,0.15,6,bandpass,false,,,,138
alexa,ok_google,0.5,0.15,6,gain_bandpass,false,,,,132
alexa,ok_google,0.5,0.15,10,none,false,,,,153
alexa,ok_google,0.5,0.15,10,gain,false,,,,141
alexa,ok_google,0.5,0.15,10,bandpass,false,,,,137
alexa,ok_google,0.5,0.15,10,gain_bandpass,false,,,,150
alexa,ok_google,0.5,0.2,4,none,false,,,,141
alexa,ok_google,0.5,0.2,4,gain,false,,,,141
alexa,ok_google,0.5,0.2,4,bandpass,false,,,,144
alexa,ok_google,0.5,0.2,4,gain_bandpass,false,,,,150
alexa,ok_google,0.5,0.2,6,none,false,,,,150
alexa,ok_google,0.5,0.2,6,gain,false,,,,144
alexa,ok_google,0.5,0.2,6,bandpass,false,,,,133
alexa,ok_google,0.5,0.2,6,gain_bandpass,false,,,,138
alexa,ok_google,0.5,0.2,10,none,false,,,,159
alexa,ok_google,0.5,0.2,10,gain,false,,,,142
alexa,ok_google,0.5,0.2,10,bandpass,false,,,,128
alexa,ok_google,0.5,0.2,10,gain_bandpass,false,,,,132
alexa,ok_google,0.6,0.15,4,none,false,,,,138
alexa,ok_google,0.6,0.15,4,gain,false,,,,135
alexa,ok_google,0.6,0.15,4,bandpass,false,,,,130
alexa,ok_google,0.6,0.15,4,gain_bandpass,false,,,,130
alexa,ok_google,0.6,0.15,6,none,false,,,,141
alexa,ok_google,0.6,0.15,6,gain,false,,,,145
alexa,ok_google,0.6,0.15,6,bandpass,false,,,,140
alexa,ok_google,0.6,0.15,6,gain_bandpass,false,,,,143
alexa,ok_google,0.6,0.15,10,none,false,,,,134
alexa,ok_google,0.6,0.15,10,gain,false,,,,149
alexa,ok_google,0.6,0.15,10,bandpass,false,,,,137
alexa,ok_google,0.6,0.15,10,gain_bandpass,false,,,,142
alexa,ok_google,0.6,0.2,4,none,false,,,,146
alexa,ok_google,0.6,0.2,4,gain,false,,,,154
alexa,ok_google,0.6,0.2,4,bandpass,false,,,,131
alexa,ok_google,0.6,0.2,4,gain_bandpass,false,,,,141
alexa,ok_google,0.6,0.2,6,none,false,,,,133
alexa,ok_google,0.6,0.2,6,gain,false,,,,132
alexa,ok_google,0.6,0.2,6,bandpass,false,,,,172
alexa,ok_google,0.6,0.2,6,gain_bandpass,false,,,,135
alexa,ok_google,0.6,0.2,10,none,false,,,,147
alexa,ok_google,0.6,0.2,10,gain,false,,,,135
alexa,ok_google,0.6,0.2,10,bandpass,false,,,,138
alexa,ok_google,0.6,0.2,10,gain_bandpass,false,,,,134
computer,alexa,0.35,0.15,4,none,false,,,,139
computer,alexa,0.35,0.15,4,gain,false,,,,147
computer,alexa,0.35,0.15,4,bandpass,false,,,,159
computer,alexa,0.35,0.15,4,gain_bandpass,false,,,,160
computer,alexa,0.35,0.15,6,none,false,,,,146
computer,alexa,0.35,0.15,6,gain,false,,,,150
computer,alexa,0.35,0.15,6,bandpass,false,,,,160
computer,alexa,0.35,0.15,6,gain_bandpass,false,,,,158
computer,alexa,0.35,0.15,10,none,false,,,,150
computer,alexa,0.35,0.15,10,gain,false,,,,149
computer,alexa,0.35,0.15,10,bandpass,false,,,,195
computer,alexa,0.35,0.15,10,gain_bandpass,false,,,,151
computer,alexa,0.35,0.2,4,none,false,,,,144
computer,alexa,0.35,0.2,4,gain,false,,,,141
computer,alexa,0.35,0.2,4,bandpass,false,,,,151
computer,alexa,0.35,0.2,4,gain_bandpass,false,,,,157
computer,alexa,0.35,0.2,6,none,false,,,,151
computer,alexa,0.35,0.2,6,gain,false,,,,145
computer,alexa,0.35,0.2,6,bandpass,false,,,,146
computer,alexa,0.35,0.2,6,gain_bandpass,false,,,,150
computer,alexa,0.35,0.2,10,none,false,,,,140
computer,alexa,0.35,0.2,10,gain,false,,,,147
computer,alexa,0.35,0.2,10,bandpass,false,,,,154
computer,alexa,0.35,0.2,10,gain_bandpass,false,,,,153
computer,alexa,0.45,0.15,4,none,false,,,,146
computer,alexa,0.45,0.15,4,gain,false,,,,146
computer,alexa,0.45,0.15,4,bandpass,false,,,,156
computer,alexa,0.45,0.15,4,gain_bandpass,false,,,,151
computer,alexa,0.45,0.15,6,none,false,,,,140
computer,alexa,0.45,0.15,6,gain,false,,,,154
computer,alexa,0.45,0.15,6,bandpass,false,,,,155
computer,alexa,0.45,0.15,6,gain_bandpass,false,,,,154
computer,alexa,0.45,0.15,10,none,false,,,,150
computer,alexa,0.45,0.15,10,gain,false,,,,143
computer,alexa,0.45,0.15,10,bandpass,false,,,,152
computer,alexa,0.45,0.15,10,gain_bandpass,false,,,,153
computer,alexa,0.45,0.2,4,none,false,,,,148
computer,alexa,0.45,0.2,4,gain,false,,,,156
computer,alexa,0.45,0.2,4,bandpass,false,,,,151
computer,alexa,0.45,0.2,4,gain_bandpass,false,,,,155
computer,alexa,0.45,0.2,6,none,false,,,,147
computer,alexa,0.45,0.2,6,gain,false,,,,146
computer,alexa,0.45,0.2,6,bandpass,false,,,,159
computer,alexa,0.45,0.2,6,gain_bandpass,false,,,,144
computer,alexa,0.45,0.2,10,none,false,,,,144
computer,alexa,0.45,0.2,10,gain,false,,,,144
computer,alexa,0.45,0.2,10,bandpass,false,,,,151
computer,alexa,0.45,0.2,10,gain_bandpass,false,,,,160
computer,alexa,0.5,0.15,4,none,false,,,,144
computer,alexa,0.5,0.15,4,gain,false,,,,147
computer,alexa,0.5,0.15,4,bandpass,false,,,,151
computer,alexa,0.5,0.15,4,gain_bandpass,false,,,,156
computer,alexa,0.5,0.15,6,none,false,,,,146
computer,alexa,0.5,0.15,6,gain,false,,,,149
computer,alexa,0.5,0.15,6,bandpass,false,,,,157
computer,alexa,0.5,0.15,6,gain_bandpass,false,,,,156
computer,alexa,0.5,0.15,10,none,false,,,,148
computer,alexa,0.5,0.15,10,gain,false,,,,146
computer,alexa,0.5,0.15,10,bandpass,false,,,,172
computer,alexa,0.5,0.15,10,gain_bandpass,false,,,,158
computer,alexa,0.5,0.2,4,none,false,,,,150
computer,alexa,0.5,0.2,4,gain,false,,,,155
computer,alexa,0.5,0.2,4,bandpass,false,,,,159
computer,alexa,0.5,0.2,4,gain_bandpass,false,,,,145
computer,alexa,0.5,0.2,6,none,false,,,,144
computer,alexa,0.5,0.2,6,gain,false,,,,138
computer,alexa,0.5,0.2,6,bandpass,false,,,,147
computer,alexa,0.5,0.2,6,gain_bandpass,false,,,,149
computer,alexa,0.5,0.2,10,none,false,,,,146
computer,alexa,0.5,0.2,10,gain,false,,,,143
computer,alexa,0.5,0.2,10,bandpass,false,,,,148
computer,alexa,0.5,0.2,10,gain_bandpass,false,,,,146
computer,alexa,0.6,0.15,4,none,false,,,,143
computer,alexa,0.6,0.15,4,gain,false,,,,138
computer,alexa,0.6,0.15,4,bandpass,false,,,,147
computer,alexa,0.6,0.15,4,gain_bandpass,false,,,,153
computer,alexa,0.6,0.15,6,none,false,,,,142
computer,alexa,0.6,0.15,6,gain,false,,,,150
computer,alexa,0.6,0.15,6,bandpass,false,,,,145
computer,alexa,0.6,0.15,6,gain_bandpass,false,,,,148
computer,alexa,0.6,0.15,10,none,false,,,,142
computer,alexa,0.6,0.15,10,gain,false,,,,154
computer,alexa,0.6,0.15,10,bandpass,false,,,,158
computer,alexa,0.6,0.15,10,gain_bandpass,false,,,,162
computer,alexa,0.6,0.2,4,none,false,,,,152
computer,alexa,0.6,0.2,4,gain,false,,,,159
computer,alexa,0.6,0.2,4,bandpass,false,,,,161
computer,alexa,0.6,0.2,4,gain_bandpass,false,,,,163
computer,alexa,0.6,0.2,6,none,false,,,,166
computer,alexa,0.6,0.2,6,gain,false,,,,161
computer,alexa,0.6,0.2,6,bandpass,false,,,,155
computer,alexa,0.6,0.2,6,gain_bandpass,false,,,,167
computer,alexa,0.6,0.2,10,none,false,,,,149
computer,alexa,0.6,0.2,10,gain,false,,,,159
computer,alexa,0.6,0.2,10,bandpass,false,,,,172
computer,alexa,0.6,0.2,10,gain_bandpass,false,,,,174
computer,computer,0.35,0.15,4,none,true,2,0.6501188,0.40738085,85
computer,computer,0.35,0.15,4,gain,true,2,0.6501188,0.40738085,85
computer,computer,0.35,0.15,4,bandpass,false,,,,174
computer,computer,0.35,0.15,4,gain_bandpass,false,,,,155
computer,computer,0.35,0.15,6,none,true,2,0.6501188,0.40738085,92
computer,computer,0.35,0.15,6,gain,true,2,0.6501188,0.40738085,94
computer,computer,0.35,0.15,6,bandpass,false,,,,168
computer,computer,0.35,0.15,6,gain_bandpass,false,,,,160
computer,computer,0.35,0.15,10,none,true,2,0.6501188,0.40738085,92
computer,computer,0.35,0.15,10,gain,true,2,0.6501188,0.40738085,87
computer,computer,0.35,0.15,10,bandpass,false,,,,173
computer,computer,0.35,0.15,10,gain_bandpass,false,,,,156
computer,computer,0.35,0.2,4,none,true,2,0.6501188,0.40738085,93
computer,computer,0.35,0.2,4,gain,true,2,0.6501188,0.40738085,94
computer,computer,0.35,0.2,4,bandpass,false,,,,176
computer,computer,0.35,0.2,4,gain_bandpass,false,,,,166
computer,computer,0.35,0.2,6,none,true,2,0.6501188,0.40738085,83
computer,computer,0.35,0.2,6,gain,true,2,0.6501188,0.40738085,87
computer,computer,0.35,0.2,6,bandpass,false,,,,165
computer,computer,0.35,0.2,6,gain_bandpass,false,,,,159
computer,computer,0.35,0.2,10,none,true,2,0.6501188,0.40738085,87
computer,computer,0.35,0.2,10,gain,true,2,0.6501188,0.40738085,128
computer,computer,0.35,0.2,10,bandpass,false,,,,171
computer,computer,0.35,0.2,10,gain_bandpass,false,,,,154
computer,computer,0.45,0.15,4,none,true,2,0.6501188,0.40738085,86
computer,computer,0.45,0.15,4,gain,true,2,0.6501188,0.40738085,87
computer,computer,0.45,0.15,4,bandpass,false,,,,165
computer,computer,0.45,0.15,4,gain_bandpass,false,,,,165
computer,computer,0.45,0.15,6,none,true,2,0.6501188,0.40738085,90
computer,computer,0.45,0.15,6,gain,true,2,0.6501188,0.40738085,84
computer,computer,0.45,0.15,6,bandpass,false,,,,168
computer,computer,0.45,0.15,6,gain_bandpass,false,,,,201
computer,computer,0.45,0.15,10,none,true,2,0.6501188,0.40738085,87
computer,computer,0.45,0.15,10,gain,true,2,0.6501188,0.40738085,86
computer,computer,0.45,0.15,10,bandpass,false,,,,164
computer,computer,0.45,0.15,10,gain_bandpass,false,,,,154
computer,computer,0.45,0.2,4,none,true,2,0.6501188,0.40738085,87
computer,computer,0.45,0.2,4,gain,true,2,0.6501188,0.40738085,86
computer,computer,0.45,0.2,4,bandpass,false,,,,170
computer,computer,0.45,0.2,4,gain_bandpass,false,,,,157
computer,computer,0.45,0.2,6,none,true,2,0.6501188,0.40738085,100
computer,computer,0.45,0.2,6,gain,true,2,0.6501188,0.40738085,99
computer,computer,0.45,0.2,6,bandpass,false,,,,181
computer,computer,0.45,0.2,6,gain_bandpass,false,,,,161
computer,computer,0.45,0.2,10,none,true,2,0.6501188,0.40738085,90
computer,computer,0.45,0.2,10,gain,true,2,0.6501188,0.40738085,88
computer,computer,0.45,0.2,10,bandpass,false,,,,173
computer,computer,0.45,0.2,10,gain_bandpass,false,,,,178
computer,computer,0.5,0.15,4,none,true,2,0.6501188,0.40738085,91
computer,computer,0.5,0.15,4,gain,true,2,0.6501188,0.40738085,144
computer,computer,0.5,0.15,4,bandpass,false,,,,188
computer,computer,0.5,0.15,4,gain_bandpass,false,,,,233
computer,computer,0.5,0.15,6,none,true,2,0.6501188,0.40738085,103
computer,computer,0.5,0.15,6,gain,true,2,0.6501188,0.40738085,100
computer,computer,0.5,0.15,6,bandpass,false,,,,176
computer,computer,0.5,0.15,6,gain_bandpass,false,,,,179
computer,computer,0.5,0.15,10,none,true,2,0.6501188,0.40738085,88
computer,computer,0.5,0.15,10,gain,true,2,0.6501188,0.40738085,88
computer,computer,0.5,0.15,10,bandpass,false,,,,185
computer,computer,0.5,0.15,10,gain_bandpass,false,,,,161
computer,computer,0.5,0.2,4,none,true,2,0.6501188,0.40738085,88
computer,computer,0.5,0.2,4,gain,true,2,0.6501188,0.40738085,89
computer,computer,0.5,0.2,4,bandpass,false,,,,198
computer,computer,0.5,0.2,4,gain_bandpass,false,,,,162
computer,computer,0.5,0.2,6,none,true,2,0.6501188,0.40738085,86
computer,computer,0.5,0.2,6,gain,true,2,0.6501188,0.40738085,157
computer,computer,0.5,0.2,6,bandpass,false,,,,163
computer,computer,0.5,0.2,6,gain_bandpass,false,,,,159
computer,computer,0.5,0.2,10,none,true,2,0.6501188,0.40738085,86
computer,computer,0.5,0.2,10,gain,true,2,0.6501188,0.40738085,93
computer,computer,0.5,0.2,10,bandpass,false,,,,169
computer,computer,0.5,0.2,10,gain_bandpass,false,,,,150
computer,computer,0.6,0.15,4,none,true,2,0.6501188,0.40738085,85
computer,computer,0.6,0.15,4,gain,true,2,0.6501188,0.40738085,84
computer,computer,0.6,0.15,4,bandpass,false,,,,163
computer,computer,0.6,0.15,4,gain_bandpass,false,,,,160
computer,computer,0.6,0.15,6,none,true,2,0.6501188,0.40738085,83
computer,computer,0.6,0.15,6,gain,true,2,0.6501188,0.40738085,85
computer,computer,0.6,0.15,6,bandpass,false,,,,166
computer,computer,0.6,0.15,6,gain_bandpass,false,,,,169
computer,computer,0.6,0.15,10,none,true,2,0.6501188,0.40738085,102
computer,computer,0.6,0.15,10,gain,true,2,0.6501188,0.40738085,83
computer,computer,0.6,0.15,10,bandpass,false,,,,177
